SL,ID,Department,Section,Line,Designation
4834,1006886,Production,Production (Worker),Finishing,Jr.Finishing Quality Ins.
4835,1006887,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
4836,1006889,Production,Production (Worker),Finishing,Jr.Finishing Operator
4837,1006890,Production,Production (Worker),Finishing,Jr.Finishing Operator
4838,1006891,Production,Production (Worker),Finishing,Finishing Assistant
4839,1006892,Production,Production (Worker),Finishing,Finishing Assistant
4840,1006893,Production,Production (Worker),Finishing,Finishing Assistant
4841,1006896,Production,Production (Worker),Finishing,Finishing Assistant
4842,1006897,Production,Production (Worker),Cutting,Asst.Lay Man
4843,1006899,Production,Production (Worker),Cutting,Jr.Distributor
4844,1006900,Production,Production (Worker),Finishing,Eyelet Operator
4845,1006902,Production,Production (Staff),Quality  Staff,Quality Auditor
4846,1006920,Human Resource,Human Resource,Admin,Jr.Executive(Safety & Environment)
4847,1006921,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
4848,1006924,Production,Production (Worker),Finishing,Finishing Assistant
4849,1006925,Production,Production (Worker),Finishing,Gr.Iron Man
4850,1006930,Production,Production (Worker),Quality,Jr.Quality Inspector
4851,1006933,Production,Production (Worker),Line-E,Asst.Line Iron Man
4852,1006934,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
4853,1006935,Production,Production (Staff),Quality  Staff,Quality Auditor
4854,1006940,Production,Production (Worker),Finishing,Finishing Assistant
4855,1006945,Production,Production (Worker),Finishing,Jr.Finishing Quality Ins.
4856,1006946,Production,Production (Worker),Finishing,Jr.Quality Inspector
4857,1006947,Production,Production (Worker),Line-C,Sewing Mc.Operator
4858,1006948,Production,Production (Staff),Quality  Staff,In-Charge(Quality Assurance)
4859,1006950,Production,Production (Worker),Line-F,Sewing Mc.Operator
4860,1006951,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
4861,1006955,Production,Production (Worker),Finishing,Gr.Quality Inspector
4862,1006956,Production,Production (Worker),Finishing,Gr.Finishing Quality Ins.
4863,1006958,Production,Production (Staff),Finishing  Staff,Finishing In-charge
4864,1006959,Production,Production (Staff),Sewing Staff,Supervisor - F
4865,1006960,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
4866,1006961,Production,Production (Worker),Line-F,Sewing Mc.Operator
4867,1006963,Production,Production (Worker),Finishing,Finishing Assistant
4868,1006964,Production,Production (Worker),Finishing,Finishing Assistant
4869,1006966,Production,Production (Worker),Finishing,Finishing Assistant
4870,1006967,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
4871,1006970,Production,Production (Worker),Line-D,Sewing Mc.Operator
4872,1006971,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
4873,1006973,Production,Production (Staff),Store Staff,Executive(Store)
4874,1006974,Production,Production (Staff),Sewing Staff,Asst.Supervisor- F
4875,1006975,Production,Production (Worker),Finishing,Jr.Finishing Operator
4876,1006976,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
4877,1006977,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
4878,1006978,Production,Production (Worker),Line-D,Jr.Operator
4879,1006979,Production,Production (Worker),Cutting,Asst.Bundling Man
4880,1006980,Production,Production (Worker),Line-B,Sr.Sw.Mc.Operator
4881,1006981,Human Resource,Human Resource,Admin,Executive (Welfare & Compliance)
4882,1006984,Production,Production (Worker),Quality,Jr.Quality Inspector
4883,1006985,Production,Production (Worker),Finishing,Gr.Finishing Quality Ins.
4884,1006986,Production,Production (Worker),Line-F,Sewing Mc.Operator
4885,1006989,Production,Production (Worker),Finishing,Gr.Finishing Quality Ins.
4886,1006992,Production,Production (Worker),Finishing,Finishing Assistant
4887,1006993,Production,Production (Worker),Quality,Gr.Quality Inspector
4888,1006994,Production,Production (Staff),Store Staff,Asst.Officer(Store).
4889,1006995,Production,Production (Staff),Quality  Staff,Quality Assurance Manager
4890,1006996,Production,Production (Worker),Line-F,Sewing Mc.Operator
4891,1006997,Production,Production (Staff),Quality  Staff,A.Q.C
4892,1006999,Production,Production (Worker),Line-A,Sewing Mc.Operator
4893,1007002,Production,Production (Worker),Line-F,Asst.Line Iron Man
4894,1007003,Production,Production (Worker),Quality,Gr.Quality Inspector
4895,1007005,Production,Production (Worker),Line-B,Sr.Sw.Mc.Operator
4896,1007007,Production,Production (Worker),Line-B,Sewing Mc.Operator
4897,1007011,Production,Production (Worker),Line-B,Asst.Line Iron Man
4898,1007012,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
4899,1007013,Human Resource,Human Resource,Admin,Executive (Admin)
4900,1007014,Production,Production (Staff),Finishing  Staff,Fin. Supervisor
4901,1007015,Production,Production (Staff),Finishing  Staff,Fin. Supervisor
4902,1007016,Production,Production (Worker),Line-F,Asst.Line Iron Man
4903,1007017,Production,Production (Staff),Sewing Staff,Asst.Supervisor- E
4904,1007018,Production,Production (Staff),Quality  Staff,G.P.Q.
4905,1007019,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
4906,1007021,Production,Production (Staff),Sewing Staff,"Supervisor, Line-D"
4907,1007022,Production,Production (Staff),Sewing Staff,Factory Manager
4908,1007023,Production,Production (Staff),Sewing Staff,Line Chief - B
4909,1007024,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
4910,1007025,Production,Production (Staff),Sewing Staff,Technician
4911,1007026,Production,Production (Staff),Sewing Staff,Jr.Officer(Production)
4912,1007027,Production,Production (Worker),Line-D,Jr.Operator
4913,1007028,Production,Production (Worker),Line-F,Sewing Mc.Operator
4914,1007029,Production,Production (Worker),Line-F,Sewing Mc.Operator
4915,1007030,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
4916,1007031,Production,Production (Worker),Line-F,Sewing Mc.Operator
4917,1007033,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
4918,1007034,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
4919,1007036,Production,Production (Worker),Line-A,Sewing Mc.Operator
4920,1007037,Production,Production (Worker),Line-A,Sr.Sw.Mc.Operator
4921,1007038,Production,Production (Worker),Finishing,Gr.Finishing Quality Ins.
4922,1007040,Production,Production (Worker),Finishing,Finishing Assistant
4923,1007041,Production,Production (Worker),Finishing,Gr.Finishing Quality Ins.
4924,1007042,Production,Production (Worker),Finishing,Gr.Finishing Quality Ins.
4925,1007043,Production,Production (Worker),Finishing,Jr.Finishing Quality Ins.
4926,1007045,Production,Production (Worker),Finishing,Finishing Assistant
4927,1007046,Production,Production (Worker),Finishing,Finishing Assistant
4928,1007048,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
4929,1007049,Production,Production (Staff),Sewing Staff,Asst.Supervisor
4930,1007051,Production,Production (Worker),Line-D,Sewing Mc.Operator
4931,1007053,Production,Production (Worker),Line-D,Sewing Mc.Operator
4932,1007054,Production,Production (Worker),Line-C,Sr.Sw.Mc.Operator
4933,1007055,Production,Production (Worker),Quality,Jr.Quality Inspector
4934,1007056,Production,Production (Worker),Line-E,Asst.Line Iron Man
4935,1007058,Production,Production (Worker),Cutting,Asst.Numbering Man
4936,1007059,Production,Production (Worker),Line-B,Sewing Mc.Operator
4937,1007060,Production,Production (Worker),Finishing,Jr.Finishing Operator
4938,1007061,Production,Production (Worker),Quality,Jr.Quality Inspector
4939,1007064,Production,Production (Worker),Line-F,Asst.Line Iron Man
4940,1007065,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
4941,1007067,Production,Production (Staff),Sewing Staff,Asst.Supervisor- B
4942,1007068,Production,Production (Worker),Finishing,Jr.Fini. Iron Man
4943,1007071,Production,Production (Worker),Line-E,Sewing Mc.Operator
4944,1007072,Production,Production (Worker),Line-E,Sewing Mc.Operator
4945,1007073,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
4946,1007074,Production,Production (Worker),Line-F,Sewing Mc.Operator
4947,1007078,Production,Production (Worker),Line-B,Sewing Mc.Operator
4948,1007079,Production,Production (Worker),Line-A,Sewing Mc.Operator
4949,1007081,Production,Production (Worker),Finishing,Jr.Fini. Iron Man
4950,1007084,Production,Production (Worker),Quality,Gr.Quality Inspector
4951,1007085,Production,Production (Worker),Line-F,Sewing Mc.Operator
4952,1007086,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
4953,1007087,Production,Production (Worker),Line-C,Sewing Mc.Operator
4954,1007088,Production,Production (Worker),Line-E,Sewing Mc.Operator
4955,1007089,Production,Production (Worker),Line-A,Sr.Sw.Mc.Operator
4956,1007090,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
4957,1007091,Production,Production (Worker),Line-D,Operator
4958,1007093,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
4959,1007094,Production,Production (Worker),Quality,Jr.Quality Inspector
4960,1007095,Production,Production (Worker),Line-A,Sewing Mc.Operator
4961,1007096,Production,Production (Worker),Quality,Jr.Quality Inspector
4962,1007097,Production,Production (Worker),Line-E,Sewing Mc.Operator
4963,1007098,Production,Production (Worker),Cutting,Asst.Numbering Man
4964,1007101,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
4965,1007102,Production,Production (Worker),Line-F,Sewing Mc.Operator
4966,1007103,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
4967,1007105,Production,Production (Staff),Sewing Staff,Supervisor - B
4968,1007106,Production,Production (Staff),Sewing Staff,Supervisor - C
4969,1007107,Production,Production (Worker),Cutting,Jr.Fusing Operator
4970,1007109,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
4971,1007110,Production,Production (Worker),Line-E,Sr.Sw.Mc.Operator
4972,1007111,Production,Production (Worker),Line-A,Line Iron Man
4973,1007113,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
4974,1007118,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
4975,1007120,Production,Production (Staff),Sewing Staff,Line Chief - B
4976,1007121,Human Resource,Human Resource,Admin,Fire & Safety Officer
4977,1007122,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
4978,1007123,Production,Production (Worker),Line-B,Sewing Mc.Operator
4979,1007124,Production,Production (Worker),Finishing,Finishing Assistant
4980,1007126,Human Resource,Human Resource,General,Cleaner
4981,1007129,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
4982,1007130,Human Resource,Human Resource,General,Cleaner
4983,1007131,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
4984,1007132,Production,Production (Worker),Line-B,Sewing Mc.Operator
4985,1007133,Production,Production (Worker),Line-B,Sewing Mc.Operator
4986,1007135,Production,Production (Worker),Line-C,Sewing Mc.Operator
4987,1007137,Production,Production (Staff),Electrical Staff,"Asst.Manager, Electrical"
4988,1007140,Production,Production (Staff),Sewing Staff,Supervisor - F
4989,1007141,Production,Production (Staff),Sewing Staff,Technician
4990,1007142,Production,Production (Worker),Line-A,Sewing Mc.Operator
4991,1007143,Production,Production (Staff),Sewing Staff,Factory Manager
4992,1007144,Production,Production (Worker),Line-B,Asst.Line Iron Man
4993,1007145,Production,Production (Staff),Sewing Staff,Supervisor - B
4994,1007146,Production,Production (Worker),Finishing,Finishing Assistant
4995,1007147,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
4996,1007150,Production,Production (Staff),Sewing Staff,A P M
4997,1007151,Production,Production (Staff),Sewing Staff,Floor Incharge
4998,1007152,Production ,Production (Worker),Training Center,Asst.Operator
4999,1007155,Production,Production (Worker),Finishing,Gr.Finishing Quality Ins.
5000,1007156,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5001,1007158,Production,Production (Worker),Finishing,Gr.Finishing Quality Ins.
5002,1007159,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
5003,1007161,Production,Production (Worker),Line-D,Sewing Mc.Operator
5004,1007162,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
5005,1007163,Production,Production (Worker),Line-D,Sewing Mc.Operator
5006,1007164,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
5007,1007165,Production,Production (Worker),Line-D,Sewing Mc.Operator
5008,1007166,Production,Production (Worker),Line-C,Sewing Mc.Operator
5009,1007167,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
5010,1007169,Production,Production (Worker),Quality,Gr.Quality Inspector
5011,1007170,Production,Production (Worker),Quality,Gr.Quality Inspector
5012,1007171,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
5013,1007172,Production,Production (Worker),Finishing,Finishing Assistant
5014,1007173,Production,Production (Worker),Line-F,Sewing Mc.Operator
5015,1007174,Production,Production (Worker),Cutting,Asst.Operator(Fusing)
5016,1007175,Production ,Production (Worker),Training Center,Asst.Operator
5017,1007176,Production,Production (Staff),Quality  Staff,A.Q.C
5018,1007177,Production,Production (Worker),Finishing,Jr.Finishing Operator
5019,1007178,Production,Production (Worker),Finishing,Gr.Finishing Quality Ins.
5020,1007180,Production,Production (Worker),Line-D,Sewing Mc.Operator
5021,1007181,Production,Production (Worker),Line-D,Sewing Mc.Operator
5022,1007182,Production,Production (Worker),Line-D,Sewing Mc.Operator
5023,1007183,Production,Production (Worker),Finishing,Finishing Assistant
5024,1007184,Production ,Production (Worker),Training Center,Asst.Operator
5025,1007185,Production,Production (Worker),Line-F,Sr.Sw.Mc.Operator
5026,1007186,Production,Production (Worker),Finishing,Finishing Assistant
5027,1007187,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
5028,1007188,Production,Production (Worker),Line-E,Sewing Mc.Operator
5029,1007189,Production,Production (Worker),Finishing,Finishing Assistant
5030,1007191,Production,Production (Worker),Finishing,Finishing Assistant
5031,1007192,Production,Production (Staff),Sewing Staff,Asst.Supervisor Line-C
5032,1007194,Production,Production (Worker),Line-D,Sr.Sw.Mc.Operator
5033,1007195,Production,Production (Worker),Line-D,Sr.Sw.Mc.Operator
5034,1007196,Production,Production (Worker),Line-E,Sewing Mc.Operator
5035,1007197,Production,Production (Worker),Line-E,Operator
5036,1007201,Production,Production (Worker),Finishing,Gr.Finishing Quality Ins.
5037,1007202,Production,Production (Worker),Line-B,Sewing Mc.Operator
5038,1007203,Production,Production (Worker),Line-B,Sewing Mc.Operator
5039,1007204,Production,Production (Worker),Cutting,Asst.Bundling Man
5040,1007206,Production,Production (Worker),Finishing,Finishing Assistant
5041,1007207,Production,Production (Worker),Finishing,Finishing Assistant
5042,1007209,Production,Production (Staff),Finishing  Staff,Supervisor(Finishing)
5043,1007210,Production,Production (Worker),Cutting,Asst.Operator(Fusing)
5044,1007211,Production,Production (Staff),Cutting Staff,Pattern Master
5045,1007213,Production,Production (Staff),Sewing Staff,"Line Chief, Line-B"
5046,1007214,Production,Production (Worker),Cutting,Asst.Numbering Man
5047,1007216,Production,Production (Worker),Cutting,Asst.Operator(Fusing)
5048,1007217,Production,Production (Worker),Line-D,Sewing Mc.Operator
5049,1007219,Production,Production (Worker),Line-A,Sewing Mc.Operator
5050,1007220,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
5051,1007223,Production,Production (Worker),Line-B,Sr.Sw.Mc.Operator
5052,1007224,Production,Production (Worker),Line-B,Sewing Mc.Operator
5053,1007225,Production,Production (Worker),Line-B,Sewing Mc.Operator
5054,1007227,Production,Production (Staff),Cutting Staff,Pattern Master
5055,1007228,Production,Production (Staff),Mechanic Staff,Asst.Engineer(Maintenance)
5056,1007229,Production,Production (Worker),Line-C,Sewing Mc.Operator
5057,1007230,Production,Production (Worker),Line-B,Sr.Sw.Mc.Operator
5058,1007231,Production,Production (Worker),Line-C,Sewing Mc.Operator
5059,1007232,Production,Production (Staff),Sewing Staff,Asst.Supervisor- B
5060,1007233,Production,Production (Staff),Quality  Staff,Quality In-Charge
5061,1007234,Production,Production (Worker),Line-F,Sewing Mc.Operator
5062,1007235,Human Resource,Human Resource,Admin,Medical Officer
5063,1007236,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
5064,1007237,Production,Production (Worker),Line-C,Operator
5065,1007238,Production,Production (Worker),Line-C,Jr.Operator
